system:index,mean,site_code,.geo
00000000000000000031,0.2420663505601774,Site 066,"{""type"":""Polygon"",""coordinates"":[[[-112.0740514977738,40.84599904192665],[-112.07571283005466,40.845819952578424],[-112.07724189510856,40.845296942816354],[-112.0785169620388,40.84447165166412],[-112.07943653146339,40.84340978209573],[-112.07992741612985,40.842195868020525],[-112.07995056335,40.84092654254667],[-112.07950415681056,40.839702844254894],[-112.07862375297387,40.838622174443],[-112.07737944376306,40.83777054557023],[-112.07587027357184,40.837215737429624],[-112.07421635614939,40.83700190495453],[-112.07254931860041,40.837146065917736],[-112.07100183158043,40.83763674734372],[-112.06969705667765,40.83843489805968],[-112.068738848485,40.839476994963555],[-112.0682034894885,40.84068009643818],[-112.06813361513949,40.84194844160308],[-112.06853481356003,40.84318107100878],[-112.06937517257644,40.844279862750625],[-112.07058781268047,40.845157344408655],[-112.07207620655747,40.845743658535106],[-112.07372186302193,40.84599212639962],[-112.0740514977738,40.84599904192665]]]}"
00000000000000000032,0.3543084649983625,Site 228,"{""type"":""Polygon"",""coordinates"":[[[-111.86197219257085,40.76879862538835],[-111.86363159327726,40.76861953607254],[-111.86515888060772,40.768096526397585],[-111.86643246523951,40.767271235360006],[-111.8673509657973,40.766209365898014],[-111.86784128006981,40.76499545188773],[-111.86786440068788,40.76372612641706],[-111.86741851335408,40.76250242806578],[-111.86653913311469,40.761421758150234],[-111.86529627036884,40.760570129162005],[-111.86378885438177,40.76001532093017],[-111.86213685933085,40.75980148841656],[-111.86047175939589,40.75994564940594],[-111.85892607109744,40.76043633091466],[-111.85762281291674,40.761234481744076],[-111.85666571873696,40.76227657875674],[-111.85613098233334,40.763479680301536],[-111.85606118951783,40.76474802547609],[-111.85646192182108,40.765980654827914],[-111.85730130408227,40.76707944646916],[-111.8585125344921,40.76795692801126],[-111.85999919795216,40.768543242042625],[-111.86164294107641,40.7687917098626],[-111.86197219257085,40.76879862538835]]]}"
00000000000000000033,0.25772725178008843,Site 064,"{""type"":""Polygon"",""coordinates"":[[[-111.95575154682588,40.82104145333052],[-111.95741225383986,40.82086236399278],[-111.95894074342976,40.8203393542589],[-111.96021533052755,40.819514063143764],[-111.96113455395098,40.818452193609794],[-111.96162525397617,40.81723827955559],[-111.96164839258502,40.81596895408276],[-111.96120215411683,40.81474525577174],[-111.96032208162718,40.81366458592632],[-111.95907824064923,40.812812957016185],[-111.95756963830858,40.812258148846055],[-111.95591634317391,40.8120443163585],[-111.95424993284682,40.812188477330174],[-111.95270302808807,40.81267915878294],[-111.95139874416095,40.8134773095356],[-111.95044089658361,40.81451940647467],[-111.94990573912568,40.815722507972],[-111.94983589116977,40.81699085314002],[-111.95023693870426,40.818223482528296],[-111.95107698153681,40.8193222742376],[-111.95228916531102,40.82019975585812],[-111.9537769990375,40.820786069953805],[-111.95542203613768,40.821034537803904],[-111.95575154682588,40.82104145333052]]]}"
00000000000000000034,0.21041851007468168,Site 050,"{""type"":""Polygon"",""coordinates"":[[[-112.10904206374019,40.78887349833096],[-112.11070196600299,40.78869440900672],[-112.11222971494061,40.788171399309135],[-112.11350368446892,40.78734610824176],[-112.11442246257077,40.78628423875213],[-112.11491292495293,40.785070324724984],[-112.11493605247855,40.78380099925349],[-112.11449003032682,40.78257730091766],[-112.11361038429816,40.78149663102905],[-112.11236714596036,40.78064500207082],[-112.11085927447317,40.780090193862684],[-112.10920678025548,40.77987636135908],[-112.10754117719583,40.78002052234166],[-112.10599502183778,40.78051120382888],[-112.10469136982206,40.78130935462882],[-112.10373398637549,40.78235145161322],[-112.1031990883082,40.78355455313978],[-112.10312927432156,40.78482289831184],[-112.10353012765778,40.78605552767765],[-112.10436976354515,40.78715431934504],[-112.10558135999896,40.78803180091726],[-112.10706847278246,40.788618114973325],[-112.10871271272838,40.78886658280488],[-112.10904206374019,40.78887349833096]]]}"
00000000000000000035,0.40717458482621194,Site 223,"{""type"":""Polygon"",""coordinates"":[[[-111.84723040448816,40.71975297290149],[-111.84888858195346,40.71957388360623],[-111.85041474347466,40.71905087398654],[-111.85168738938594,40.718225583021656],[-111.85260521304411,40.717163713627116],[-111.85309516609337,40.715949799658],[-111.85311826986455,40.71468047418936],[-111.8526727113369,40.71345677580033],[-111.85179397932845,40.71237610581906],[-111.85055203261024,40.71152447675763],[-111.84904572753811,40.710969668467946],[-111.84739494990045,40.710755835929895],[-111.84573107703164,40.710899996935886],[-111.84418652784045,40.71139067849706],[-111.84288423018033,40.71218882939842],[-111.8419278414905,40.71323092648007],[-111.84139349936683,40.71443402806936],[-111.84132375818531,40.715702373250046],[-111.84172419530239,40.7169350025677],[-111.842562958997,40.718033794145164],[-111.84377329666569,40.71891127561374],[-111.84525886427505,40.719497589584826],[-111.84690139570571,40.71974605737655],[-111.84723040448816,40.71975297290149]]]}"
00000000000000000036,0.4116930955525623,Site 207,"{""type"":""Polygon"",""coordinates"":[[[-111.8754921869649,40.746717156971684],[-111.87715103656662,40.74653806766513],[-111.87867781668818,40.74601505801506],[-111.87995097839985,40.745189767010224],[-111.88086917399524,40.744127897578615],[-111.88135932552647,40.74291398358687],[-111.88138243855457,40.741644658117124],[-111.88093669935724,40.74042095974884],[-111.8800576111642,40.73934028980369],[-111.87881516111469,40.73848866078249],[-111.87730824562618,40.7379338525246],[-111.87565679905433,40.73772001999998],[-111.87399225194734,40.737864180996844],[-111.87244707684889,40.738354862529185],[-111.87114425140986,40.73915301339101],[-111.87018747507324,40.74019511043473],[-111.86965291630388,40.74139821199958],[-111.86958314675095,40.74266655717689],[-111.8699837460645,40.74389918651333],[-111.87082284964397,40.74499797812584],[-111.87203367784869,40.74587545963483],[-111.87351984759704,40.74646177363904],[-111.87516304481908,40.746710241446294],[-111.8754921869649,40.746717156971684]]]}"
00000000000000000037,0.1419317335515387,Site 058,"{""type"":""Polygon"",""coordinates"":[[[-112.00355756921986,40.75874335251284],[-112.0052167188929,40.75856426320124],[-112.00674377518496,40.75804125353762],[-112.00801716717265,40.757215962514955],[-112.0089355288172,40.7561540930668],[-112.00942576895953,40.75494017906496],[-112.0094488861203,40.75367085359471],[-112.00900306626406,40.75244715523568],[-112.00812381905453,40.751366485306654],[-112.00688114429573,40.75051485630341],[-112.00537395629044,40.749960048059705],[-112.0037222110769,40.74974621554107],[-112.00205736296027,40.74989037653387],[-112.00051190842925,40.75038105805334],[-111.99920884736645,40.75117920889752],[-111.9982518979672,40.75222130592434],[-111.99771724247765,40.75342440747826],[-111.99764746025848,40.75469275265407],[-111.99804813198368,40.755925381998885],[-111.99888738730272,40.75702417362706],[-112.00009843450435,40.75790165515407],[-112.0015848730741,40.75848796917307],[-112.00322836753476,40.75873643698725],[-112.00355756921986,40.75874335251284]]]}"
00000000000000000038,0.4662547944317331,Site 225,"{""type"":""Polygon"",""coordinates"":[[[-111.83725539543161,40.74322122174579],[-111.83891415783863,40.7430421324407],[-111.84044085771063,40.742519122794576],[-111.84171395250874,40.74169383179491],[-111.84263209985359,40.74063196236811],[-111.84312222563624,40.7394180483793],[-111.84314533746344,40.73814872290969],[-111.84269962170397,40.73692502453873],[-111.84182057971792,40.735844354588885],[-111.8405781949644,40.73499272556247],[-111.83907135866376,40.734437917300454],[-111.83741999887116,40.73422408477409],[-111.8357555392315,40.734368245772146],[-111.83421044533053,40.73485892730823],[-111.83290768835903,40.73565707817518],[-111.8319509623109,40.736699175223826],[-111.83141643164646,40.737902276791836],[-111.83134666577409,40.73917062196959],[-111.8317472440463,40.74040325130358],[-111.83258630353329,40.741502042911556],[-111.83379706810194,40.742379524415306],[-111.8352831597362,40.74296583841522],[-111.83692627058669,40.74321430622046],[-111.83725539543161,40.74322122174579]]]}"
00000000000000000039,0.12315998963615718,Site 034,"{""type"":""Polygon"",""coordinates"":[[[-111.9770794271645,40.776026828195974],[-111.978739008404,40.77584773887713],[-111.98026646188802,40.77532472919403],[-111.98154018506169,40.77449943814573],[-111.98245878552028,40.77343756867378],[-111.98294915310423,40.772223654657424],[-111.98297227620864,40.77095432918646],[-111.9825263403477,40.76973063084074],[-111.98164686443859,40.768649960934894],[-111.98040386650001,40.76779833195746],[-111.97889628655759,40.76724352373415],[-111.9772441118337,40.767029691224145],[-111.97557883080115,40.76717385221109],[-111.97403297438656,40.767664533712065],[-111.97272957444662,40.76846268453087],[-111.97177237614648,40.76950478153335],[-111.9712375815527,40.77070788307159],[-111.97116778111673,40.771976228245244],[-111.97156855698529,40.7732088576021],[-111.97240803053813,40.77430764925276],[-111.97361939270397,40.77518513080571],[-111.9751062178961,40.775771444845965],[-111.97675013984922,40.7760199126701],[-111.9770794271645,40.776026828195974]]]}"
0000000000000000003a,0.45442040885904905,Site 208,"{""type"":""Polygon"",""coordinates"":[[[-111.8168639263142,40.74487108913556],[-111.81852272986987,40.744691999829776],[-111.82004946761298,40.744168990181784],[-111.82132259398874,40.74334369917969],[-111.82224076410382,40.742281829750624],[-111.82273090203766,40.741067915760425],[-111.82275401443158,40.73979859029075],[-111.82230828761138,40.73857489192105],[-111.8214292238195,40.737494221973414],[-111.82018680825169,40.736642592949465],[-111.81867993458097,40.736087784689396],[-111.81702853383577,40.73587395216386],[-111.8153640329188,40.73601811316134],[-111.81381890069937,40.73650879469566],[-111.81251611141688,40.73730694556019],[-111.81155936163677,40.73834904260652],[-111.81102481770915,40.73955214417304],[-111.81095505009986,40.740820489350575],[-111.81135563830183,40.74205311868573],[-111.81219471859681,40.74315191029584],[-111.8134055131964,40.744029391802066],[-111.81489164169402,40.744615705804016],[-111.8165347933047,40.744864173610196],[-111.8168639263142,40.74487108913556]]]}"
